annual_inc,bc_util,chargeoff_within_12_mths,dti,inq_last_6mths,mths_since_last_delinq,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,revol_bal,total_acc,int_rate,verification_status,home_ownership,term,TARGET
44000,72.9,0,19.61,1,17,0,0,0,135764,20200,11386,100,16264,14,9.49,Source Verified,MORTGAGE, 36 months,0
25000,61.9,0,23.76,0,46,0,1,0,18900,10700,1182,100,8358,16,17.86,Source Verified,RENT, 36 months,1
58000,45.3,0,17.61,1,63,2,0,0,50036,31500,2198,95,14276,40,23.99,Verified,MORTGAGE, 60 months,0
38000,29.3,0,19.71,0,56,0,0,0,156993,20600,11959,100,7376,28,12.99,Not Verified,MORTGAGE, 36 months,0
46000,74.7,0,30.81,0,15,0,0,0,62276,3000,4372,91.3,7315,23,15.99,Source Verified,MORTGAGE, 36 months,1
55000,46.2,0,15.49,0,20,0,0,0,479543,41700,39876,100,19247,53,7.49,Source Verified,RENT, 36 months,0
82000,16.9,0,17.36,1,37,0,0,0,391094,109800,12119,100,20681,33,8.67,Not Verified,MORTGAGE, 60 months,0
119000,18.2,0,11.57,0,69,0,0,0,97819,13900,2018,100,21623,53,12.99,Verified,RENT, 60 months,0
45000,66.1,0,29.31,1,41,0,0,0,25939,1200,3201,86.2,793,29,14.31,Source Verified,RENT, 36 months,0
38000,64.5,0,8.28,1,16,2,0,0,15496,3100,2134,68.2,2035,22,18.54,Not Verified,OWN, 36 months,0
135000,42.3,0,19.83,4,2,0,0,0,101936,45500,1984,88.4,20856,43,16.49,Verified,OWN, 36 months,0
40600,57.6,0,25.45,2,7,0,0,0,133127,7566,22394,96.2,4360,26,19.24,Verified,RENT, 36 months,0
37000,69.2,0,21.08,0,77,0,0,0,26579,5800,4428,95.5,4168,22,16.49,Source Verified,OWN, 36 months,0
40000,45.6,0,6.57,2,14,0,0,0,11500,10500,1333,100,5332,7,12.39,Not Verified,RENT, 36 months,1
51000,74.8,0,14.42,1,27,0,0,0,29321,21000,1585,90.6,15699,32,10.49,Not Verified,RENT, 36 months,0
72000,23.8,0,10.47,2,10,0,0,0,266600,54300,17533,97.1,14073,35,14.31,Source Verified,MORTGAGE, 60 months,0
72000,36.8,0,23.08,0,4,1,0,0,168047,62900,3440,98,32564,52,14.31,Verified,RENT, 60 months,0
39997,95.8,0,5.97,0,10,0,0,0,10300,6200,1687,100,8435,9,12.39,Source Verified,RENT, 36 months,1
75000,102.3,0,31.04,1,26,1,1,0,300140,5300,24294,90,5420,25,18.54,Verified,MORTGAGE, 60 months,1
50000,58.2,0,16.88,0,34,0,0,0,160028,9000,20200,100,11249,23,8.19,Not Verified,MORTGAGE, 36 months,0
67717,5.5,0,7.92,0,37,0,0,0,89799,56500,923,100,3241,34,6.49,Not Verified,MORTGAGE, 36 months,0
32000,21.7,0,22.24,0,40,1,0,0,240268,16900,12431,96.2,29667,26,6.99,Verified,OWN, 36 months,0
51000,21.9,0,23.81,0,44,0,0,0,59115,25200,1979,96.2,7257,26,13.66,Not Verified,RENT, 36 months,0
86000,97.9,0,32.49,1,27,0,0,0,219958,11900,14206,100,33147,29,17.14,Source Verified,MORTGAGE, 60 months,0
60000,62.5,0,19.34,1,58,1,0,0,98524,6700,4407,97.7,6648,44,20.99,Verified,RENT, 60 months,1
20000,61.9,0,17.29,0,49,0,0,0,28900,8900,1342,95.2,9391,21,14.31,Not Verified,RENT, 36 months,0
70000,46.2,0,36.98,1,44,0,0,0,123718,36900,4148,100,23247,30,15.99,Verified,MORTGAGE, 60 months,1
46500,71.3,0,11.17,0,20,0,1,0,177378,15900,14155,93.5,11639,31,19.99,Source Verified,MORTGAGE, 36 months,0
31000,8.5,0,6.54,0,54,0,0,0,88500,55200,5631,100,7624,9,6.49,Not Verified,RENT, 36 months,0
64000,31.1,0,23.4,1,80,0,0,0,209062,36100,6037,100,18416,32,15.59,Verified,MORTGAGE, 36 months,1
38000,81,0,12.26,0,45,0,0,0,28213,6500,1533,100,5891,20,11.99,Source Verified,OWN, 36 months,0
27000,59.1,0,19.69,1,24,0,1,0,31000,16700,1184,92,10642,25,14.31,Source Verified,OWN, 36 months,0
97400,30.5,0,25.41,4,39,0,0,1,450423,64900,17484,89.3,40570,57,17.86,Verified,MORTGAGE, 36 months,0
65000,36.3,0,19.46,0,24,0,0,0,142934,56900,3938,97.5,21827,41,11.99,Not Verified,MORTGAGE, 36 months,0
55000,17.5,0,32.6,0,10,0,0,0,176400,70900,5495,85.7,12430,28,10.49,Source Verified,RENT, 36 months,1
125000,47.6,0,2.25,0,38,0,1,0,298168,16500,23877,100,8296,37,8.19,Not Verified,MORTGAGE, 36 months,1
63500,47.6,0,18.95,0,65,0,0,0,75650,30000,6311,100,14277,25,7.49,Not Verified,RENT, 36 months,0
70000,95.5,0,24.36,1,64,0,0,0,355915,3100,34018,92,9729,25,17.14,Verified,MORTGAGE, 36 months,1
53000,29,0,9.01,0,70,2,0,0,34063,14000,3541,89.5,4059,19,11.44,Not Verified,RENT, 36 months,0
93000,45.4,0,23.46,0,21,2,0,0,232232,4000,20112,90,24146,20,24.99,Verified,MORTGAGE, 60 months,0
120000,56.1,0,19.82,3,9,0,0,0,202551,3100,10544,96,6601,50,20.99,Source Verified,RENT, 60 months,1
50000,44.1,0,35.24,2,25,0,0,0,58857,5000,2559,100,3744,23,15.99,Verified,RENT, 36 months,0
76000,4.1,0,5.86,1,6,0,0,0,86500,62900,1993,100,2559,21,14.31,Source Verified,RENT, 36 months,1
125000,91.8,0,10.44,0,7,0,0,0,274318,25000,46694,69.2,23430,13,11.99,Source Verified,MORTGAGE, 60 months,0
160000,58.9,0,7.76,0,25,0,0,0,468205,41400,30342,100,28822,32,8.67,Source Verified,MORTGAGE, 60 months,0
97000,49.4,0,4.74,2,64,1,0,0,218947,12500,28517,100,7417,12,19.99,Verified,MORTGAGE, 36 months,0
101500,73,0,4.85,3,72,0,2,0,15645,2400,2557,73,1741,11,15.59,Not Verified,MORTGAGE, 36 months,0
126000,63.9,0,15.17,0,31,0,0,0,95806,31800,6704,100,21337,31,13.66,Source Verified,MORTGAGE, 36 months,0
40000,75,0,7.2,0,13,0,0,0,12900,12700,3174,78.6,9521,14,8.19,Not Verified,MORTGAGE, 36 months,0
73000,82.4,0,20.91,2,62,0,0,0,223113,17400,18444,100,24602,21,11.44,Source Verified,MORTGAGE, 36 months,0
54000,80.4,0,27.53,1,73,1,0,0,235006,15100,14561,96.3,15837,29,19.24,Source Verified,OWN, 60 months,1
49000,74,0,11.66,3,10,0,1,0,242732,1500,32784,96,1953,23,13.66,Not Verified,MORTGAGE, 36 months,0
65000,32.6,0,0.92,0,53,4,0,0,8900,7300,476,85.7,2382,35,8.19,Not Verified,RENT, 36 months,0
40000,58.8,0,20.34,0,16,17,0,0,34211,1300,1579,33.3,3796,28,12.39,Not Verified,RENT, 36 months,0
105000,39.1,0,21.37,1,7,0,0,0,330560,12600,16916,94.4,10163,36,7.49,Verified,OWN, 36 months,0
70000,82.4,0,17.89,2,37,3,0,0,291347,14300,11774,94,13315,51,11.44,Source Verified,MORTGAGE, 60 months,0
1.00E+05,94.8,0,11.02,0,25,0,0,0,226703,1000,23586,100,9870,12,15.59,Source Verified,MORTGAGE, 60 months,1
110000,41.9,0,10.81,2,27,0,0,0,87000,81900,5340,100,48056,22,8.19,Source Verified,OWN, 36 months,1
90000,72.3,0,10.88,0,68,1,0,0,49475,17000,3377,95.2,17534,21,10.49,Source Verified,RENT, 36 months,0
45000,68.2,0,38.42,0,8,0,0,0,83560,9500,8186,100,6476,9,14.99,Source Verified,RENT, 36 months,0
140000,68,0,11.26,0,2,1,0,0,289606,20600,23632,96.9,14999,32,20.99,Source Verified,MORTGAGE, 60 months,0
21000,57,0,9.77,0,44,0,0,0,83541,7200,7224,95.7,4176,24,10.49,Source Verified,MORTGAGE, 36 months,0
125000,72.7,0,5.38,2,31,0,0,0,47435,31100,4111,100,22596,43,11.99,Not Verified,RENT, 36 months,1
150000,26.2,0,17.49,1,56,0,0,0,587867,27000,30007,100,35311,47,10.49,Source Verified,RENT, 36 months,0
95000,26.1,0,16.17,0,4,0,0,0,262889,1200,34424,92.9,313,14,14.31,Not Verified,MORTGAGE, 36 months,0
40000,71.5,0,5.58,0,24,0,0,0,18600,8800,787,100,6296,12,15.99,Verified,RENT, 36 months,0
48000,77,0,25.08,0,25,0,0,0,179094,37900,10126,100,56239,26,8.19,Verified,MORTGAGE, 36 months,0
60000,70.6,0,29.42,0,14,0,0,0,66982,10100,2665,100,14735,23,17.86,Source Verified,RENT, 60 months,0
110000,56.2,0,22.52,1,16,0,0,0,445198,6500,46869,96.3,15350,27,17.14,Verified,OWN, 36 months,0
30000,99.7,0,31.28,0,54,0,0,0,57360,8200,8786,100,8177,14,20.99,Source Verified,RENT, 36 months,1
40000,70.3,0,16.71,0,67,0,0,0,29150,16600,2193,100,11828,9,12.39,Source Verified,RENT, 36 months,1
103100,50.3,0,27.29,1,4,0,0,0,160394,24900,6825,100,16325,41,9.49,Not Verified,MORTGAGE, 36 months,0
115000,99.1,0,21.61,0,29,0,0,0,475670,15200,30839,100,22856,57,17.86,Verified,MORTGAGE, 60 months,0
115000,75.8,0,23.82,0,30,1,0,0,783692,13700,26084,97.4,26981,80,11.44,Source Verified,MORTGAGE, 36 months,0
59000,94.1,0,16.44,0,26,1,0,0,57126,18800,7010,93.7,17699,17,19.24,Source Verified,MORTGAGE, 60 months,0
67000,56.9,0,20.03,0,57,0,0,0,76650,19000,3644,94.4,21252,18,8.19,Verified,MORTGAGE, 60 months,0
80000,22.7,0,9.47,3,11,0,0,0,215336,90800,4655,97.9,22003,54,12.99,Source Verified,RENT, 36 months,0
35000,45.3,0,22.43,0,46,0,0,0,42412,12300,2079,100,6488,13,7.49,Not Verified,MORTGAGE, 36 months,0
90000,71.2,0,9.32,1,37,0,0,0,277144,13300,53803,100,56930,22,18.54,Source Verified,MORTGAGE, 60 months,1
43000,14.4,0,9.85,0,51,0,0,0,130269,28500,6770,96,13721,26,12.39,Not Verified,MORTGAGE, 36 months,0
70000,34.6,0,13.96,0,74,0,0,0,48800,10800,3943,100,7815,11,12.39,Not Verified,RENT, 36 months,0
71000,34,0,12.96,3,45,2,0,0,154345,6650,11055,88,3466,16,13.66,Verified,MORTGAGE, 36 months,0
34000,8.7,0,2.68,0,57,0,0,0,15222,3300,459,76.5,288,17,12.99,Verified,RENT, 36 months,0
63000,67.5,0,22.74,0,21,1,0,0,409939,7400,16589,86.4,7073,45,14.99,Source Verified,MORTGAGE, 36 months,1
99700,59.5,0,17.19,0,34,1,0,0,85552,19600,2928,95.8,14131,24,8.19,Source Verified,RENT, 36 months,0
176000,86.9,0,22.03,1,76,0,0,0,604353,44000,55716,100,38232,19,11.99,Verified,MORTGAGE, 60 months,1
86000,61.7,0,22.9,0,61,0,0,0,87947,16100,4288,100,28981,25,11.99,Source Verified,RENT, 36 months,0
175000,74.3,0,6.8,0,12,0,0,0,62500,57300,5328,80,42627,15,10.49,Verified,RENT, 36 months,0
70000,98.3,0,29.83,0,9,0,0,0,204131,29000,10859,100,35034,33,24.99,Verified,MORTGAGE, 60 months,1
58500,37.7,0,36.22,0,8,1,0,0,373175,45600,21480,97.6,93216,42,11.99,Source Verified,MORTGAGE, 36 months,0
73000,97.5,0,14.82,2,28,0,0,0,271651,9300,21483,100,14725,25,9.49,Source Verified,MORTGAGE, 36 months,0
81000,79.4,0,4.44,0,8,0,0,0,40581,17900,2249,100,15054,22,10.49,Verified,RENT, 36 months,0
87500,99.6,0,22.7,0,11,1,0,0,700404,3900,44588,88.5,7579,28,25.89,Source Verified,MORTGAGE, 60 months,0
100800,54.1,0,7.62,0,54,1,0,0,481643,13600,36204,96.9,8535,32,11.44,Source Verified,MORTGAGE, 60 months,0
104040,73.6,0,15.3,0,5,0,0,0,308525,17200,20523,91.1,12653,45,14.31,Source Verified,MORTGAGE, 60 months,0
60000,54.8,0,15.66,1,47,0,0,0,157804,16600,17918,97.4,9102,39,9.49,Verified,MORTGAGE, 36 months,0
95000,65,0,12.95,2,21,7,0,0,334957,3500,12198,88.3,8242,61,21.99,Not Verified,MORTGAGE, 60 months,0
50000,53.3,0,11.28,0,34,0,0,0,40788,9500,4532,92.9,5458,14,8.19,Not Verified,RENT, 36 months,0
80000,7.3,0,14.06,1,36,0,0,0,446294,20900,29010,100,7995,30,9.49,Not Verified,MORTGAGE, 36 months,0
38000,49.9,0,23.09,1,10,0,0,0,181053,20600,15881,100,14251,17,15.99,Not Verified,RENT, 60 months,0
40000,73,0,17.91,0,10,0,0,0,28700,3100,5232,100,3172,7,14.31,Not Verified,RENT, 36 months,1
60000,68.7,0,11.28,0,7,0,0,0,395347,23700,42575,100,16273,41,8.19,Not Verified,MORTGAGE, 36 months,0
85000,68.1,0,11.56,0,36,0,0,0,98509,15300,6626,100,10412,39,8.19,Not Verified,RENT, 36 months,0
42000,90.6,0,29.49,1,8,0,0,0,65447,25600,3287,100,24985,25,13.66,Verified,RENT, 36 months,0
45000,86,0,12.93,0,53,0,0,0,25015,9900,1915,96.4,8645,28,8.67,Not Verified,RENT, 36 months,0
45000,46.4,0,16.05,0,21,0,0,0,191609,1500,25779,96.7,1930,39,11.44,Not Verified,MORTGAGE, 36 months,0
42000,61.4,0,23.52,0,15,0,0,1,211535,20800,12721,100,24690,30,13.66,Not Verified,MORTGAGE, 60 months,1
52000,89.6,0,25.78,1,67,0,1,0,299835,83000,16225,100,82532,33,16.49,Not Verified,OWN, 36 months,1
125000,33.4,0,1.1,0,66,1,1,2,12000,11300,754,91.7,3771,18,11.44,Source Verified,RENT, 60 months,0
45000,34.4,0,20.54,0,53,8,0,0,83454,4400,4247,79.6,11420,49,12.99,Not Verified,OWN, 36 months,0
64500,48.5,0,23.35,1,9,0,0,0,125809,5400,12175,66.7,2754,19,15.99,Source Verified,MORTGAGE, 36 months,1
37500,39.4,0,14.02,0,56,0,0,0,33756,15900,3074,100,6262,9,9.49,Not Verified,RENT, 36 months,0
70000,45.3,0,3.89,0,46,0,0,0,24800,16500,880,100,7924,10,12.39,Verified,RENT, 36 months,0
70000,19.1,0,18.83,0,44,0,0,0,86233,10000,6590,100,2946,18,9.49,Not Verified,RENT, 36 months,0
128000,80.2,0,12.79,3,33,0,0,1,269697,13400,25901,94.1,34022,34,15.99,Source Verified,MORTGAGE, 60 months,1
101000,43.1,0,3.14,1,14,1,0,0,137110,6300,7239,81.5,3651,27,12.99,Verified,MORTGAGE, 36 months,0
130000,26,0,20.11,0,39,0,0,0,332158,76100,11788,98.5,21962,71,10.49,Verified,MORTGAGE, 60 months,0
45000,98.1,0,8.88,0,42,0,0,0,65276,1800,9633,100,1766,11,14.99,Source Verified,RENT, 36 months,0
85000,94,0,9.73,0,75,0,0,0,309804,4800,40191,95,8249,20,10.49,Not Verified,MORTGAGE, 36 months,0
60000,73.2,0,14.62,3,18,0,0,0,41033,15500,1936,86.4,11348,22,16.49,Source Verified,RENT, 36 months,1
63000,91.2,0,18.95,1,27,0,0,0,112288,0,15134,100,12278,28,25.89,Source Verified,MORTGAGE, 60 months,1
92000,45,0,34.82,0,22,2,0,0,359739,25700,23706,80,11564,20,22.99,Verified,MORTGAGE, 60 months,1
80000,83.4,0,37.59,0,47,1,0,0,102454,17200,6567,92,17137,25,10.49,Source Verified,RENT, 36 months,0
72000,86.5,0,16.82,0,7,1,0,0,55203,14300,5128,84.4,12367,32,10.49,Verified,RENT, 36 months,0
86000,61.5,0,22.96,0,5,0,0,0,92133,44900,2626,100,30835,25,11.99,Verified,RENT, 36 months,0
70000,16.9,0,4.95,0,35,0,0,0,28558,2900,2546,85,4718,20,10.49,Not Verified,RENT, 36 months,0
65000,7.7,0,19.55,0,3,0,2,0,85335,33100,4058,100,4881,23,19.99,Verified,MORTGAGE, 60 months,1
65000,35.4,0,5.87,0,6,0,0,0,226483,6500,31426,100,4765,8,12.39,Verified,MORTGAGE, 36 months,0
85000,51.6,0,14.22,1,66,0,1,1,213359,9300,26848,100,4795,11,10.49,Source Verified,MORTGAGE, 36 months,0
28000,97.1,0,24.17,0,77,0,0,0,35429,4000,2959,95,4540,20,11.99,Source Verified,RENT, 36 months,0
145000,68.4,0,5.83,1,31,1,0,0,591030,30200,57599,96.7,20851,31,12.39,Verified,MORTGAGE, 36 months,0
160000,67,0,9.8,1,11,0,0,0,80700,67500,6016,100,54147,15,11.44,Verified,RENT, 36 months,0
125000,94.9,0,13.08,0,22,4,0,0,231222,6400,24332,83.3,14820,30,13.66,Not Verified,MORTGAGE, 60 months,0
50000,83.7,0,33.89,0,32,0,0,0,77528,11300,6074,78.6,11236,14,23.99,Source Verified,RENT, 36 months,1
30000,76.7,0,24.44,0,51,0,1,0,156178,6900,9032,100,5687,19,16.49,Not Verified,MORTGAGE, 36 months,0
72800,73,0,12.79,2,5,0,0,0,23739,3850,2822,100,3644,11,14.31,Not Verified,OWN, 36 months,0
48000,82.1,0,26.3,2,32,0,0,0,178346,2900,12972,100,5540,24,21.99,Not Verified,MORTGAGE, 36 months,0
59953,44,0,30.94,1,7,0,0,0,82239,4400,9437,77,2204,13,20.99,Verified,RENT, 60 months,0
75000,49.9,0,6.28,1,38,2,0,0,31100,31100,1552,91.3,15519,24,6.99,Not Verified,RENT, 36 months,1
83500,98.3,0,18.71,0,3,0,0,0,387926,19800,35973,95.5,21548,22,8.67,Source Verified,MORTGAGE, 36 months,0
35000,84.8,0,21.57,1,22,0,0,0,34800,19400,3020,100,18226,11,21.99,Source Verified,MORTGAGE, 36 months,1
55000,94,0,10.21,1,21,0,0,0,27300,4000,5235,100,16325,14,18.54,Source Verified,RENT, 60 months,0
135000,59,0,21.09,0,25,2,0,0,622651,75400,30107,86.7,44469,15,6.99,Source Verified,MORTGAGE, 36 months,0
38000,55.6,0,6.38,0,11,1,0,0,27950,6100,2707,71.4,3392,16,19.24,Source Verified,RENT, 36 months,0
60000,60.3,0,30.97,0,12,0,0,0,75005,17700,4112,96.8,12967,31,15.59,Source Verified,OWN, 60 months,1
33280,92.3,0,31.16,0,36,0,0,0,31407,6000,4091,100,12369,11,19.24,Source Verified,RENT, 60 months,1
170000,90.4,0,23.1,0,55,0,0,0,326120,37300,8537,98.9,63408,96,7.49,Not Verified,OWN, 36 months,0
42000,60.3,0,5.09,0,43,0,1,0,12700,7600,534,95.7,4804,28,6.99,Not Verified,MORTGAGE, 36 months,0
11268,89.4,0,34.29,1,9,0,0,0,9325,3600,1034,100,4181,8,14.99,Verified,RENT, 36 months,0
65000,41.4,0,12.48,1,63,4,1,0,42016,12200,2595,85.2,5162,29,14.99,Verified,MORTGAGE, 60 months,0
70000,58,0,22.29,0,48,0,0,0,249965,26800,11678,97.1,15540,35,8.19,Not Verified,MORTGAGE, 36 months,0
58000,101.1,0,21.1,0,18,0,0,0,139086,8900,3656,100,10607,60,13.66,Source Verified,RENT, 60 months,0
45000,99.2,0,26.85,2,6,0,0,0,207484,4300,23593,93.3,4957,15,17.14,Not Verified,MORTGAGE, 36 months,0
55000,73.8,0,8.68,0,36,0,0,0,21612,1800,2231,100,1329,4,14.99,Source Verified,OWN, 36 months,0
92000,2,0,30.89,2,43,0,0,0,117860,6600,5815,100,19473,45,17.86,Verified,MORTGAGE, 60 months,0
57000,27,0,5.12,0,23,0,0,0,162433,31500,12151,100,9602,19,12.99,Verified,MORTGAGE, 60 months,0
42000,24.2,0,20.23,0,3,0,0,0,228502,52800,15221,95.2,12763,21,11.44,Source Verified,MORTGAGE, 60 months,0
55000,68.5,0,16.91,0,6,0,0,0,238063,30800,27810,100,21083,19,6.03,Source Verified,OWN, 36 months,0
61000,59.7,0,15.6,1,47,0,0,0,457442,25900,36213,95.2,112785,21,10.49,Not Verified,MORTGAGE, 60 months,0
78000,37.5,0,37.62,0,18,0,0,0,103386,4100,8637,90,21283,21,12.99,Source Verified,RENT, 36 months,1
73000,65.8,0,12.87,1,59,0,0,0,125428,72300,5624,100,14773,15,8.19,Not Verified,RENT, 36 months,0
120000,75,0,11.84,0,8,0,0,0,284254,39900,19025,93.7,32521,32,8.19,Source Verified,MORTGAGE, 36 months,0
69680,93.1,0,19.15,0,17,0,0,0,49175,11400,4044,100,16018,33,16.49,Verified,RENT, 60 months,0
110000,99.4,0,15.13,0,2,0,0,0,336164,8600,20715,73.9,21532,46,11.44,Verified,MORTGAGE, 36 months,1
115000,87,0,21.63,1,61,0,0,0,284800,15500,15211,80,19102,31,14.99,Source Verified,MORTGAGE, 60 months,0
71000,100.2,0,24.8,0,18,0,0,0,342442,16800,16730,76.5,21260,36,14.99,Verified,MORTGAGE, 36 months,0
35000,69,0,24.29,2,44,0,4,0,59731,10200,5743,75,8301,24,19.99,Verified,RENT, 36 months,0
68000,97,0,23.76,0,40,0,0,0,61546,9200,5309,100,14323,21,18.54,Source Verified,MORTGAGE, 60 months,0
65000,56,0,13.35,0,34,1,0,0,37137,12700,4268,53,7171,15,12.39,Not Verified,RENT, 36 months,0
50000,67.1,0,20.45,1,3,0,0,0,180565,4700,18219,100,4475,18,11.99,Not Verified,MORTGAGE, 36 months,0
70000,32.3,0,18.55,1,6,0,0,0,80600,57600,4101,100,27988,19,11.44,Source Verified,RENT, 36 months,0
80000,90.1,0,24.39,1,37,0,0,0,51332,17800,3815,100,19400,14,12.99,Source Verified,RENT, 36 months,1
130000,7.3,0,13.64,2,28,1,0,0,70912,5100,1967,100,12498,39,13.66,Verified,RENT, 36 months,1
72000,46.6,0,30.73,1,25,0,0,0,80579,27900,3014,90.3,13225,62,17.86,Source Verified,OWN, 60 months,1
47000,97.2,0,0.64,0,41,0,0,0,38500,2000,3694,100,1944,13,14.31,Verified,RENT, 60 months,0
55000,49.8,0,33.78,0,16,0,0,0,108975,30700,7874,100,17085,37,11.99,Source Verified,OWN, 60 months,0
34320,100.6,0,38.14,0,41,2,0,0,55054,0,5692,81,6323,21,14.99,Not Verified,MORTGAGE, 36 months,0
35000,64.1,0,5.35,0,7,0,0,0,9500,9500,1522,100,6089,7,12.99,Source Verified,OWN, 36 months,1
29000,68.8,0,20.16,0,44,0,0,0,37800,15900,2190,100,17519,14,15.59,Not Verified,MORTGAGE, 36 months,0
60000,0.3,0,6.68,0,42,0,0,0,228233,15000,39499,100,49,17,8.67,Source Verified,MORTGAGE, 60 months,0
42000,97.3,0,13.6,2,52,1,0,0,116245,4800,18116,92.9,6329,14,17.14,Source Verified,MORTGAGE, 60 months,1
67208,97.5,0,28.8,0,34,0,0,0,57619,22800,2732,94.4,22236,18,21.99,Verified,RENT, 60 months,1
30000,28.9,0,35.96,0,20,7,1,0,89227,7700,3346,84,3917,60,10.49,Not Verified,RENT, 36 months,0
98000,40.1,0,19.03,2,3,0,0,0,351141,112400,12758,100,45053,35,12.39,Verified,MORTGAGE, 60 months,1
92000,91.8,0,14.03,2,78,1,0,0,39300,17300,1703,96.6,21634,29,14.31,Verified,OWN, 36 months,0
55000,58.8,0,37.2,0,40,0,0,0,93634,50300,5352,95.7,30966,23,15.59,Source Verified,RENT, 60 months,0
105000,46,0,14.02,0,67,0,0,0,320122,30600,36358,100,14948,26,11.99,Not Verified,MORTGAGE, 60 months,0
40000,62.5,0,19.5,3,59,2,0,0,99355,7500,8657,76.5,4901,17,21.99,Source Verified,RENT, 60 months,1
65000,92,0,16.36,0,3,0,1,0,130933,1500,13483,89,4072,18,15.59,Not Verified,MORTGAGE, 36 months,0
75000,46.1,0,15.94,0,45,0,0,0,172587,31000,6866,96.3,18118,27,6.99,Not Verified,MORTGAGE, 36 months,0
42000,83.6,0,35.23,0,67,0,0,0,89182,14900,4930,96.2,22873,28,19.24,Source Verified,RENT, 60 months,0
150000,73,0,11.14,0,81,0,0,0,264612,20500,14915,97,18985,35,13.66,Source Verified,MORTGAGE, 36 months,0
70000,48.2,0,16.42,0,12,0,0,0,77473,19000,3763,100,13639,15,11.44,Source Verified,RENT, 36 months,1
36000,66.7,0,13.53,0,41,0,0,0,126580,8100,17088,100,5404,13,14.31,Verified,MORTGAGE, 36 months,0
165000,61.2,0,10.36,1,3,1,0,0,493694,22900,16306,91.1,18716,56,8.19,Verified,MORTGAGE, 36 months,0
3.00E+05,49.8,0,17.73,1,8,0,0,0,1661307,149500,75662,96.6,74488,29,7.49,Source Verified,MORTGAGE, 36 months,0
65000,64.5,0,6.07,0,36,0,0,0,25600,13700,579,100,9837,22,11.44,Not Verified,OWN, 36 months,0
50000,65.5,0,16.97,1,10,0,0,0,57600,9900,3982,100,11622,26,19.99,Source Verified,MORTGAGE, 60 months,1
94000,84.3,0,14.2,0,51,3,0,0,300568,6500,39372,90.9,20555,23,6.99,Not Verified,OWN, 36 months,0
57000,85.4,0,8.56,1,37,0,1,0,62816,10700,3302,100,9188,27,11.44,Not Verified,OWN, 36 months,1
159120,92.3,0,11.58,0,11,0,0,0,278544,25800,13377,92.1,29455,38,13.66,Verified,MORTGAGE, 36 months,0
125000,76.4,0,12.34,0,82,1,0,0,368027,53600,22830,95.2,40956,21,11.99,Source Verified,MORTGAGE, 36 months,0
106000,86.4,0,20.68,0,43,0,0,0,407279,12200,47128,94.4,10537,39,13.66,Verified,MORTGAGE, 60 months,0
67000,58.1,0,14.1,0,5,0,0,0,172499,17700,25255,92.9,10290,15,12.99,Not Verified,MORTGAGE, 36 months,0
38000,48.2,0,16.87,0,36,2,0,1,148815,5600,14705,85,5326,20,10.49,Not Verified,MORTGAGE, 36 months,0
90000,83.6,0,36.68,0,2,0,0,0,418610,34200,25466,100,38437,34,18.54,Source Verified,MORTGAGE, 60 months,0
43800,23,0,16.05,1,8,0,1,0,25800,10300,1826,83,3166,23,13.66,Not Verified,MORTGAGE, 36 months,0
80000,37.1,0,4.25,1,73,1,0,0,20325,11900,956,94.7,4409,20,12.39,Source Verified,OWN, 36 months,0
54000,62.8,0,21.98,1,59,1,1,0,50202,7400,2581,95.2,4644,49,14.31,Source Verified,MORTGAGE, 60 months,0
85000,20.5,0,20.75,2,40,0,0,0,102973,10000,9007,96.8,5012,31,11.44,Not Verified,RENT, 60 months,0
46163.4,93.5,0,36.19,1,58,3,0,0,85133,3700,5247,83.9,7686,34,21.99,Source Verified,RENT, 60 months,1
27500,75.2,0,19.21,1,27,0,0,0,158533,8600,23852,95,6466,21,14.31,Not Verified,MORTGAGE, 36 months,1
60000,73.1,0,10.32,1,23,0,0,0,27195,11300,2840,88.9,8264,9,12.39,Not Verified,RENT, 36 months,0
53000,42.4,0,14.88,0,27,0,0,1,48388,16900,1599,100,7282,18,10.49,Source Verified,RENT, 36 months,0
75000,88.9,0,12.94,0,11,6,0,0,34236,6700,2040,80.6,9808,36,10.49,Source Verified,RENT, 36 months,0
40000,66.8,0,35.67,0,75,0,0,0,76000,24700,2145,100,16545,47,11.99,Source Verified,RENT, 60 months,0
130000,97.3,0,18.83,1,32,0,0,0,502305,50600,31484,100,99364,52,11.44,Not Verified,OWN, 36 months,0
68000,73.3,0,20.03,2,29,0,0,0,119964,20000,13239,100,25983,32,17.14,Verified,MORTGAGE, 60 months,0
68000,86.6,0,10.41,0,28,0,0,0,137199,4300,20206,78.9,5080,21,9.49,Not Verified,MORTGAGE, 36 months,0
45000,43.7,0,10.77,1,28,1,0,0,35100,34100,2551,93.3,15306,15,14.99,Source Verified,MORTGAGE, 36 months,0
7.00E+05,92.1,0,4.55,0,36,0,0,0,159600,36700,14706,93.1,34386,29,8.19,Source Verified,RENT, 36 months,0
70000,88.8,0,13.75,0,11,1,0,0,282856,14700,54511,87.5,13047,24,14.31,Source Verified,MORTGAGE, 60 months,0
90000,52.6,0,18,0,74,0,0,0,564136,28700,34272,100,16241,30,12.99,Source Verified,MORTGAGE, 36 months,0
